Latitude,Longitude,Comment,Depth,G&G-DO
1134.73264N,12229.35746E,1,1.184,5.971
1134.73264N,12229.35746E,1,1.184,5.971
1134.73264N,12229.35746E,1,1.184,5.973
1134.73264N,12229.35746E,1,1.183,5.972
1134.73264N,12229.35746E,1,1.183,5.973
1134.73264N,12229.35746E,1,1.181,5.97
1134.73264N,12229.35746E,1,1.181,5.963
1134.73264N,12229.35746E,1,1.18,5.962
1134.73264N,12229.35746E,1,1.177,5.96
1134.73264N,12229.35746E,1,1.177,5.961
1134.73264N,12229.35746E,1,1.175,5.965
1134.73264N,12229.35746E,1,1.175,5.965
1134.73264N,12229.35746E,1,1.176,5.965
1134.73264N,12229.35746E,1,1.176,5.963
1134.73264N,12229.35746E,1,1.179,5.965
1134.73264N,12229.35746E,1,1.18,5.962
1134.73264N,12229.35746E,1,1.18,5.962
1134.73264N,12229.35746E,1,1.181,5.957
1134.73264N,12229.35746E,1,1.183,5.962
1134.73264N,12229.35746E,1,1.185,5.964
1134.73264N,12229.35746E,1,1.186,5.965
1134.73264N,12229.35746E,1,1.188,5.965
1134.73264N,12229.35746E,1,1.19,5.963
1134.73264N,12229.35746E,1,1.19,5.959
1134.73264N,12229.35746E,1,1.191,5.956
1134.73264N,12229.35746E,1,1.19,5.959
1134.73264N,12229.35746E,1,1.191,5.958
1134.73264N,12229.35746E,1,1.19,5.958
1134.73264N,12229.35746E,1,1.187,5.957
1134.73264N,12229.35746E,1,1.188,5.958
1134.73264N,12229.35746E,1,1.187,5.957
1134.73264N,12229.35746E,1,1.186,5.957
1134.73264N,12229.35746E,1,1.185,5.956
1134.73264N,12229.35746E,1,1.185,5.949
1134.73264N,12229.35746E,1,1.185,5.955
1134.73264N,12229.35746E,1,1.185,5.956
1134.73264N,12229.35746E,1,1.184,5.956
1134.73264N,12229.35746E,1,1.184,5.956
1134.73264N,12229.35746E,1,1.184,5.954
1134.73264N,12229.35746E,1,1.183,5.947
1134.73264N,12229.35746E,1,1.184,5.949
1134.73264N,12229.35746E,1,1.184,5.949
1134.73264N,12229.35746E,1,1.184,5.947
1134.73264N,12229.35746E,1,1.185,5.947
1134.73264N,12229.35746E,1,1.184,5.946
1134.73264N,12229.35746E,1,1.184,5.945
1134.73264N,12229.35746E,1,1.184,5.945
1134.73264N,12229.35746E,1,1.183,5.942
1134.73264N,12229.35746E,1,1.183,5.947
1134.73264N,12229.35746E,1,1.182,5.948
1134.73264N,12229.35746E,1,1.182,5.942
1134.73264N,12229.35746E,1,1.182,5.94
1134.73264N,12229.35746E,1,1.182,5.941
1134.73264N,12229.35746E,1,1.183,5.945
1134.73264N,12229.35746E,1,1.183,5.943
1134.73264N,12229.35746E,1,1.183,5.941
1134.73264N,12229.35746E,1,1.185,5.941
1134.73264N,12229.35746E,1,1.187,5.943
1134.73264N,12229.35746E,1,1.189,5.943
1134.73264N,12229.35746E,1,1.191,5.941
1134.73264N,12229.35746E,1,1.191,5.937
1134.73264N,12229.35746E,1,1.193,5.938
1134.73264N,12229.35746E,1,1.193,5.937
1134.73264N,12229.35746E,1,1.193,5.943
1134.73264N,12229.35746E,1,1.195,5.945
1134.73264N,12229.35746E,1,1.194,5.945
1134.73264N,12229.35746E,1,1.194,5.94
1134.73264N,12229.35746E,1,1.193,5.941
1134.73264N,12229.35746E,1,1.19,5.941
1134.73264N,12229.35746E,1,1.191,5.944
1134.73264N,12229.35746E,1,1.188,5.941
1134.73264N,12229.35746E,1,1.185,5.941
1134.73264N,12229.35746E,1,1.185,5.941
1134.73264N,12229.35746E,1,1.184,5.94
1134.73264N,12229.35746E,1,1.18,5.943
1134.73264N,12229.35746E,1,1.18,5.943
1134.73264N,12229.35746E,1,1.178,5.946
1134.73264N,12229.35746E,1,1.177,5.943
1134.73264N,12229.35746E,1,1.175,5.944
1134.73264N,12229.35746E,1,1.175,5.94
1134.73264N,12229.35746E,1,1.173,5.941
1134.73264N,12229.35746E,1,1.174,5.945
1134.73264N,12229.35746E,1,1.175,5.944
1134.73264N,12229.35746E,1,1.176,5.946
1134.73264N,12229.35746E,1,1.177,5.941
1134.73264N,12229.35746E,1,1.177,5.939
1134.73264N,12229.35746E,1,1.176,5.942
1134.73264N,12229.35746E,1,1.178,5.938
1134.73264N,12229.35746E,1,1.178,5.939
1134.73264N,12229.35746E,1,1.177,5.938
1134.73264N,12229.35746E,1,1.178,5.94
1134.73264N,12229.35746E,1,1.177,5.938
1134.73264N,12229.35746E,1,1.177,5.941
1134.73264N,12229.35746E,1,1.178,5.941
1134.73264N,12229.35746E,1,1.178,5.94
1134.73264N,12229.35746E,1,1.181,5.941
1134.73264N,12229.35746E,1,1.183,5.941
1134.73264N,12229.35746E,1,1.185,5.941
1134.73264N,12229.35746E,1,1.188,5.941
1134.73264N,12229.35746E,1,1.19,5.937
1134.73264N,12229.35746E,1,1.192,5.937
1134.73264N,12229.35746E,1,1.196,5.93
1134.73264N,12229.35746E,1,1.198,5.934
1134.73264N,12229.35746E,1,1.199,5.94
1134.73264N,12229.35746E,1,1.197,5.939
1134.73264N,12229.35746E,1,1.197,5.938
1134.73264N,12229.35746E,1,1.194,5.935
1134.73264N,12229.35746E,1,1.191,5.934
1134.73264N,12229.35746E,1,1.188,5.939
1134.73264N,12229.35746E,1,1.186,5.94
1134.73264N,12229.35746E,1,1.182,5.939
1134.73264N,12229.35746E,1,1.18,5.935
1134.73264N,12229.35746E,1,1.179,5.934
1134.73264N,12229.35746E,1,1.179,5.933
1134.73264N,12229.35746E,1,1.178,5.932
1134.73264N,12229.35746E,1,1.176,5.933
1134.73264N,12229.35746E,1,1.177,5.931
1134.73264N,12229.35746E,1,1.176,5.929
1134.73264N,12229.35746E,1,1.176,5.93
1134.73264N,12229.35746E,1,1.174,5.928
1134.73264N,12229.35746E,1,1.175,5.93
1134.73264N,12229.35746E,1,1.175,5.933
1134.73264N,12229.35746E,1,1.176,5.934
1134.73264N,12229.35746E,1,1.175,5.933
1134.73264N,12229.35746E,1,1.177,5.929
1134.73264N,12229.35746E,1,1.179,5.928
1134.73264N,12229.35746E,1,1.179,5.936
1134.73264N,12229.35746E,1,1.181,5.932
1134.73264N,12229.35746E,1,1.183,5.935
1134.73264N,12229.35746E,1,1.184,5.933
1134.73264N,12229.35746E,1,1.186,5.929
1134.73264N,12229.35746E,1,1.186,5.929
1134.73264N,12229.35746E,1,1.189,5.932
1134.73264N,12229.35746E,1,1.191,5.936
1134.73264N,12229.35746E,1,1.194,5.938
1134.73264N,12229.35746E,1,1.194,5.934
1134.73264N,12229.35746E,1,1.195,5.933
1134.73264N,12229.35746E,1,1.194,5.933
1134.73264N,12229.35746E,1,1.194,5.93
1134.73264N,12229.35746E,1,1.194,5.932
1134.73264N,12229.35746E,1,1.192,5.93
1134.73264N,12229.35746E,1,1.19,5.929
1133.98622N,12229.26987E,2,-0.005,5.129
1133.98622N,12229.26987E,2,-0.007,5.126
1133.98622N,12229.26987E,2,-0.011,5.126
1133.98622N,12229.26987E,2,-0.013,5.13
1133.98622N,12229.26987E,2,-0.016,5.128
1133.98622N,12229.26987E,2,-0.019,5.128
1133.98622N,12229.26987E,2,-0.021,5.133
1133.98622N,12229.26987E,2,-0.02,5.129
1133.98622N,12229.26987E,2,-0.021,5.129
1133.98622N,12229.26987E,2,-0.02,5.129
1133.98622N,12229.26987E,2,-0.018,5.129
1133.98622N,12229.26987E,2,-0.016,5.129
1133.98622N,12229.26987E,2,-0.013,5.129
1133.98622N,12229.26987E,2,-0.013,5.129
1133.98622N,12229.26987E,2,-0.013,5.128
1133.98622N,12229.26987E,2,-0.011,5.13
1133.98622N,12229.26987E,2,-0.011,5.128
1133.98622N,12229.26987E,2,-0.011,5.13
1133.98622N,12229.26987E,2,-0.01,5.133
1133.98622N,12229.26987E,2,-0.009,5.13
1133.98622N,12229.26987E,2,-0.009,5.13
1133.98622N,12229.26987E,2,-0.005,5.127
1133.98622N,12229.26987E,2,-0.004,5.128
1133.98622N,12229.26987E,2,-0.002,5.133
1133.98622N,12229.26987E,2,0.004,5.128
1133.98622N,12229.26987E,2,0.012,5.126
1133.98622N,12229.26987E,2,0.018,5.127
1133.98622N,12229.26987E,2,0.022,5.125
1133.98622N,12229.26987E,2,0.021,5.126
1133.98622N,12229.26987E,2,0.023,5.127
1133.98622N,12229.26987E,2,0.024,5.127
1133.98622N,12229.26987E,2,0.025,5.124
1133.98622N,12229.26987E,2,0.027,5.124
1133.98622N,12229.26987E,2,0.026,5.124
1133.98622N,12229.26987E,2,0.029,5.125
1133.98622N,12229.26987E,2,0.033,5.126
1133.98622N,12229.26987E,2,0.038,5.126
1133.98622N,12229.26987E,2,0.049,5.123
1133.98622N,12229.26987E,2,0.062,5.116
1133.98622N,12229.26987E,2,0.073,5.116
1133.98622N,12229.26987E,2,0.083,5.113
1133.98622N,12229.26987E,2,0.092,5.111
1133.98622N,12229.26987E,2,0.103,5.107
1133.98622N,12229.26987E,2,0.117,5.104
1133.98622N,12229.26987E,2,0.129,5.105
1133.98622N,12229.26987E,2,0.142,5.109
1133.98622N,12229.26987E,2,0.156,5.103
1133.98622N,12229.26987E,2,0.17,5.104
1133.98622N,12229.26987E,2,0.185,5.104
1133.98622N,12229.26987E,2,0.2,5.102
1133.98622N,12229.26987E,2,0.217,5.101
1133.98622N,12229.26987E,2,0.233,5.097
1133.98622N,12229.26987E,2,0.247,5.097
1133.98622N,12229.26987E,2,0.259,5.101
1133.98622N,12229.26987E,2,0.271,5.105
1133.98622N,12229.26987E,2,0.28,5.102
1133.98622N,12229.26987E,2,0.292,5.102
1133.98622N,12229.26987E,2,0.307,5.101
1133.98622N,12229.26987E,2,0.32,5.101
1133.98622N,12229.26987E,2,0.336,5.096
1133.98622N,12229.26987E,2,0.347,5.1
1133.98622N,12229.26987E,2,0.36,5.101
1133.98622N,12229.26987E,2,0.37,5.096
1133.98622N,12229.26987E,2,0.377,5.095
1133.98622N,12229.26987E,2,0.384,5.102
1133.98622N,12229.26987E,2,0.391,5.101
1133.98622N,12229.26987E,2,0.399,5.103
1133.98622N,12229.26987E,2,0.41,5.1
1133.98622N,12229.26987E,2,0.418,5.1
1133.98622N,12229.26987E,2,0.428,5.091
1133.98622N,12229.26987E,2,0.438,5.085
1133.98622N,12229.26987E,2,0.438,5.085
1133.98622N,12229.26987E,2,0.444,5.084
1133.98622N,12229.26987E,2,0.451,5.08
1133.98622N,12229.26987E,2,0.456,5.082
1133.98622N,12229.26987E,2,0.462,5.078
1133.98622N,12229.26987E,2,0.47,5.072
1133.98622N,12229.26987E,2,0.478,5.065
1133.98622N,12229.26987E,2,0.488,5.064
1133.98622N,12229.26987E,2,0.499,5.065
1133.98622N,12229.26987E,2,0.512,5.068
1133.98622N,12229.26987E,2,0.531,5.068
1133.98622N,12229.26987E,2,0.556,5.071
1133.98622N,12229.26987E,2,0.579,5.073
1133.98622N,12229.26987E,2,0.6,5.081
1133.98622N,12229.26987E,2,0.617,5.085
1133.98622N,12229.26987E,2,0.633,5.096
1133.98622N,12229.26987E,2,0.648,5.109
1133.98622N,12229.26987E,2,0.661,5.116
1133.98622N,12229.26987E,2,0.674,5.124
1133.98622N,12229.26987E,2,0.686,5.127
1133.98622N,12229.26987E,2,0.694,5.136
1133.98622N,12229.26987E,2,0.701,5.142
1133.98622N,12229.26987E,2,0.708,5.146
1133.98622N,12229.26987E,2,0.713,5.147
1133.98622N,12229.26987E,2,0.717,5.151
1133.98622N,12229.26987E,2,0.717,5.152
1133.98622N,12229.26987E,2,0.718,5.159
1133.98622N,12229.26987E,2,0.719,5.164
1133.98622N,12229.26987E,2,0.719,5.165
1133.98622N,12229.26987E,2,0.722,5.168
1133.98622N,12229.26987E,2,0.726,5.171
1133.98622N,12229.26987E,2,0.732,5.177
1133.98622N,12229.26987E,2,0.746,5.176
1133.98622N,12229.26987E,2,0.764,5.171
1133.98622N,12229.26987E,2,0.782,5.173
1133.98622N,12229.26987E,2,0.8,5.175
1133.98622N,12229.26987E,2,0.816,5.179
1133.98622N,12229.26987E,2,0.83,5.187
1133.98622N,12229.26987E,2,0.842,5.195
1133.98622N,12229.26987E,2,0.849,5.199
1133.98622N,12229.26987E,2,0.857,5.203
1133.98622N,12229.26987E,2,0.864,5.211
1133.98622N,12229.26987E,2,0.872,5.218
1133.98622N,12229.26987E,2,0.884,5.222
1133.98622N,12229.26987E,2,0.897,5.22
1133.98622N,12229.26987E,2,0.912,5.223
1133.98622N,12229.26987E,2,0.926,5.222
1133.98622N,12229.26987E,2,0.937,5.229
1133.98622N,12229.26987E,2,0.948,5.234
1133.98622N,12229.26987E,2,0.959,5.233
1133.98622N,12229.26987E,2,0.97,5.231
1133.98622N,12229.26987E,2,0.985,5.23
1133.98622N,12229.26987E,2,0.998,5.221
1133.98622N,12229.26987E,2,1.012,5.222
1133.98622N,12229.26987E,2,1.025,5.225
1133.98622N,12229.26987E,2,1.035,5.229
1133.98622N,12229.26987E,2,1.047,5.235
1133.98622N,12229.26987E,2,1.061,5.235
1133.98622N,12229.26987E,2,1.073,5.238
1133.98622N,12229.26987E,2,1.087,5.244
1133.98622N,12229.26987E,2,1.087,5.244
1133.98622N,12229.26987E,2,1.099,5.247
1133.98622N,12229.26987E,2,1.11,5.256
1133.98622N,12229.26987E,2,1.117,5.265
1133.98622N,12229.26987E,2,1.118,5.271
1133.98622N,12229.26987E,2,1.12,5.283
1133.98622N,12229.26987E,2,1.117,5.288
1133.98622N,12229.26987E,2,1.116,5.298
1133.98622N,12229.26987E,2,1.115,5.299
1133.98622N,12229.26987E,2,1.112,5.306
1133.98622N,12229.26987E,2,1.11,5.311
1133.98622N,12229.26987E,2,1.108,5.318
1133.98622N,12229.26987E,2,1.105,5.326
1133.98622N,12229.26987E,2,1.103,5.331
1133.98622N,12229.26987E,2,1.104,5.334
1133.98622N,12229.26987E,2,1.102,5.343
1133.98622N,12229.26987E,2,1.105,5.35
1133.98622N,12229.26987E,2,1.109,5.352
1133.98622N,12229.26987E,2,1.118,5.355
1133.98622N,12229.26987E,2,1.134,5.351
1133.98622N,12229.26987E,2,1.156,5.345
1133.98622N,12229.26987E,2,1.177,5.345
1133.98622N,12229.26987E,2,1.199,5.35
1133.98622N,12229.26987E,2,1.216,5.364
1133.98622N,12229.26987E,2,1.231,5.377
1133.98622N,12229.26987E,2,1.25,5.388
1133.98622N,12229.26987E,2,1.269,5.397
1133.98622N,12229.26987E,2,1.292,5.399
1133.98622N,12229.26987E,2,1.315,5.405
1133.98622N,12229.26987E,2,1.331,5.409
1133.98622N,12229.26987E,2,1.346,5.409
1133.98622N,12229.26987E,2,1.358,5.411
1133.98622N,12229.26987E,2,1.371,5.416
1133.98622N,12229.26987E,2,1.388,5.416
1133.98622N,12229.26987E,2,1.403,5.416
1133.98622N,12229.26987E,2,1.412,5.422
1133.98622N,12229.26987E,2,1.419,5.426
1133.98622N,12229.26987E,2,1.416,5.435
1133.98622N,12229.26987E,2,1.418,5.435
1133.98622N,12229.26987E,2,1.421,5.432
1133.98622N,12229.26987E,2,1.423,5.434
1133.98622N,12229.26987E,2,1.432,5.437
1133.98622N,12229.26987E,2,1.445,5.44
1133.98622N,12229.26987E,2,1.466,5.444
1133.98622N,12229.26987E,2,1.49,5.444
1133.98622N,12229.26987E,2,1.51,5.444
1133.98622N,12229.26987E,2,1.53,5.449
1133.98622N,12229.26987E,2,1.547,5.454
1133.98622N,12229.26987E,2,1.564,5.463
1133.98622N,12229.26987E,2,1.583,5.471
1133.98622N,12229.26987E,2,1.595,5.481
1133.98622N,12229.26987E,2,1.61,5.485
1133.98622N,12229.26987E,2,1.617,5.493
1133.98622N,12229.26987E,2,1.621,5.497
1133.98622N,12229.26987E,2,1.626,5.505
1133.98622N,12229.26987E,2,1.628,5.508
1133.98622N,12229.26987E,2,1.637,5.512
1133.98622N,12229.26987E,2,1.657,5.513
1133.98622N,12229.26987E,2,1.657,5.513
1133.98622N,12229.26987E,2,1.677,5.514
1133.98622N,12229.26987E,2,1.689,5.517
1133.98622N,12229.26987E,2,1.701,5.52
1133.98622N,12229.26987E,2,1.7,5.523
1133.98622N,12229.26987E,2,1.707,5.529
1133.98622N,12229.26987E,2,1.728,5.528
1133.98622N,12229.26987E,2,1.735,5.525
1133.98622N,12229.26987E,2,1.749,5.527
1133.98622N,12229.26987E,2,1.75,5.532
1133.98622N,12229.26987E,2,1.752,5.538
1133.98622N,12229.26987E,2,1.751,5.545
1133.98622N,12229.26987E,2,1.752,5.549
1133.98622N,12229.26987E,2,1.754,5.546
1133.98622N,12229.26987E,2,1.754,5.547
1133.98622N,12229.26987E,2,1.751,5.55
1133.98622N,12229.26987E,2,1.75,5.556
1133.98622N,12229.26987E,2,1.751,5.554
1133.98622N,12229.26987E,2,1.75,5.557
1133.98622N,12229.26987E,2,1.748,5.561
1133.98622N,12229.26987E,2,1.746,5.56
1133.98622N,12229.26987E,2,1.744,5.562
1133.98622N,12229.26987E,2,1.742,5.563
1133.98622N,12229.26987E,2,1.74,5.565
1133.98622N,12229.26987E,2,1.739,5.568
1133.98622N,12229.26987E,2,1.74,5.568
1133.98622N,12229.26987E,2,1.738,5.571
1133.98622N,12229.26987E,2,1.739,5.573
1133.98622N,12229.26987E,2,1.741,5.575
1133.98622N,12229.26987E,2,1.744,5.576
1133.98622N,12229.26987E,2,1.749,5.578
1133.98622N,12229.26987E,2,1.752,5.576
1133.98622N,12229.26987E,2,1.756,5.572
1133.98622N,12229.26987E,2,1.76,5.574
1133.98622N,12229.26987E,2,1.763,5.576
1133.98622N,12229.26987E,2,1.768,5.579
1133.98622N,12229.26987E,2,1.773,5.578
1133.98622N,12229.26987E,2,1.777,5.581
1133.98622N,12229.26987E,2,1.78,5.583
1133.98622N,12229.26987E,2,1.781,5.585
1133.98622N,12229.26987E,2,1.784,5.584
1133.98622N,12229.26987E,2,1.787,5.579
1133.98622N,12229.26987E,2,1.785,5.578
1133.98622N,12229.26987E,2,1.786,5.578
1133.98622N,12229.26987E,2,1.786,5.585
1133.98622N,12229.26987E,2,1.784,5.587
1133.98622N,12229.26987E,2,1.783,5.59
1133.98622N,12229.26987E,2,1.781,5.585
1133.98622N,12229.26987E,2,1.779,5.583
1133.98622N,12229.26987E,2,1.778,5.581
1133.98622N,12229.26987E,2,1.776,5.579
1133.98622N,12229.26987E,2,1.776,5.581
1133.98622N,12229.26987E,2,1.774,5.58
1133.98622N,12229.26987E,2,1.772,5.577
1133.98622N,12229.26987E,2,1.771,5.577
1133.98622N,12229.26987E,2,1.771,5.582
1133.98622N,12229.26987E,2,1.771,5.583
1133.98622N,12229.26987E,2,1.772,5.584
1133.98622N,12229.26987E,2,1.772,5.584
1133.98622N,12229.26987E,2,1.771,5.583
1133.98622N,12229.26987E,2,1.771,5.584
1133.98622N,12229.26987E,2,1.772,5.583
1133.98622N,12229.26987E,2,1.771,5.577
1133.98622N,12229.26987E,2,1.772,5.579
1133.98622N,12229.26987E,2,1.772,5.579
1133.98622N,12229.26987E,2,1.77,5.579
1133.98622N,12229.26987E,2,1.771,5.577
1133.98622N,12229.26987E,2,1.77,5.583
1133.98622N,12229.26987E,2,1.772,5.586
1133.98622N,12229.26987E,2,1.773,5.584
1133.98622N,12229.26987E,2,1.774,5.578
1133.98622N,12229.26987E,2,1.779,5.581
1133.98622N,12229.26987E,2,1.785,5.584
1133.98622N,12229.26987E,2,1.798,5.59
1133.98622N,12229.26987E,2,1.815,5.592
1133.98622N,12229.26987E,2,1.836,5.584
1133.98622N,12229.26987E,2,1.857,5.588
1133.98622N,12229.26987E,2,1.878,5.584
1133.98622N,12229.26987E,2,1.9,5.581
1133.98622N,12229.26987E,2,1.924,5.584
1133.98622N,12229.26987E,2,1.95,5.585
1133.98622N,12229.26987E,2,1.973,5.584
1133.98622N,12229.26987E,2,1.998,5.58
1133.98622N,12229.26987E,2,2.019,5.578
1133.98622N,12229.26987E,2,2.035,5.582
1133.98622N,12229.26987E,2,2.052,5.58
1133.98622N,12229.26987E,2,2.063,5.58
1133.98622N,12229.26987E,2,2.075,5.582
1133.98622N,12229.26987E,2,2.081,5.582
1133.98622N,12229.26987E,2,2.085,5.586
1133.98622N,12229.26987E,2,2.089,5.588
1133.98622N,12229.26987E,2,2.096,5.586
1133.98622N,12229.26987E,2,2.102,5.586
1133.98622N,12229.26987E,2,2.11,5.591
1133.98622N,12229.26987E,2,2.115,5.59
1133.98622N,12229.26987E,2,2.117,5.586
1133.98622N,12229.26987E,2,2.122,5.583
1133.98622N,12229.26987E,2,2.128,5.581
1133.98622N,12229.26987E,2,2.136,5.585
1133.98622N,12229.26987E,2,2.146,5.578
1133.98622N,12229.26987E,2,2.155,5.581
1133.98622N,12229.26987E,2,2.167,5.581
1133.98622N,12229.26987E,2,2.179,5.577
1133.98622N,12229.26987E,2,2.198,5.572
1133.98622N,12229.26987E,2,2.222,5.574
1133.98622N,12229.26987E,2,2.245,5.571
1133.98622N,12229.26987E,2,2.265,5.562
1133.98622N,12229.26987E,2,2.285,5.567
1133.98622N,12229.26987E,2,2.298,5.575
1133.98622N,12229.26987E,2,2.308,5.571
1133.98622N,12229.26987E,2,2.316,5.565
1133.98622N,12229.26987E,2,2.322,5.564
1133.98622N,12229.26987E,2,2.326,5.563
1133.98622N,12229.26987E,2,2.332,5.565
1133.98622N,12229.26987E,2,2.341,5.564
1133.98622N,12229.26987E,2,2.349,5.567
1133.98622N,12229.26987E,2,2.349,5.567
1133.98622N,12229.26987E,2,2.357,5.564
1133.98622N,12229.26987E,2,2.367,5.563
1133.98622N,12229.26987E,2,2.379,5.561
1133.98622N,12229.26987E,2,2.395,5.563
1133.98622N,12229.26987E,2,2.414,5.56
1133.98622N,12229.26987E,2,2.431,5.554
1133.98622N,12229.26987E,2,2.45,5.553
1133.98622N,12229.26987E,2,2.466,5.547
1133.98622N,12229.26987E,2,2.482,5.549
1133.98622N,12229.26987E,2,2.496,5.549
1133.98622N,12229.26987E,2,2.51,5.544
1133.98622N,12229.26987E,2,2.522,5.547
1133.98622N,12229.26987E,2,2.54,5.546
1133.98622N,12229.26987E,2,2.559,5.544
1133.98622N,12229.26987E,2,2.58,5.545
1133.98622N,12229.26987E,2,2.599,5.545
1133.98622N,12229.26987E,2,2.618,5.544
1133.98622N,12229.26987E,2,2.631,5.543
1133.98622N,12229.26987E,2,2.644,5.539
1133.98622N,12229.26987E,2,2.655,5.537
1133.98622N,12229.26987E,2,2.668,5.538
1133.98622N,12229.26987E,2,2.679,5.528
1133.98622N,12229.26987E,2,2.684,5.529
1133.98622N,12229.26987E,2,2.69,5.529
1133.98622N,12229.26987E,2,2.695,5.528
1133.98622N,12229.26987E,2,2.703,5.524
1133.98622N,12229.26987E,2,2.713,5.521
1133.98622N,12229.26987E,2,2.719,5.515
1133.98622N,12229.26987E,2,2.729,5.518
1133.98622N,12229.26987E,2,2.736,5.514
1133.98622N,12229.26987E,2,2.739,5.514
1133.98622N,12229.26987E,2,2.744,5.511
1133.98622N,12229.26987E,2,2.747,5.51
1133.98622N,12229.26987E,2,2.747,5.51
1133.98622N,12229.26987E,2,2.748,5.51
1133.98622N,12229.26987E,2,2.747,5.509
1133.98622N,12229.26987E,2,2.747,5.509
1133.98622N,12229.26987E,2,2.748,5.509
1133.98622N,12229.26987E,2,2.748,5.505
1133.98622N,12229.26987E,2,2.749,5.503
1133.98622N,12229.26987E,2,2.752,5.5
1133.98622N,12229.26987E,2,2.756,5.503
1133.98622N,12229.26987E,2,2.761,5.502
1133.98622N,12229.26987E,2,2.766,5.499
1133.98622N,12229.26987E,2,2.77,5.502
1133.98622N,12229.26987E,2,2.779,5.501
1133.98622N,12229.26987E,2,2.786,5.498
1133.98622N,12229.26987E,2,2.796,5.499
1133.98622N,12229.26987E,2,2.811,5.499
1133.98622N,12229.26987E,2,2.822,5.497
1133.98622N,12229.26987E,2,2.839,5.499
1133.98622N,12229.26987E,2,2.856,5.497
1133.98622N,12229.26987E,2,2.874,5.495
1133.98622N,12229.26987E,2,2.887,5.494
1133.98622N,12229.26987E,2,2.897,5.493
1133.98622N,12229.26987E,2,2.904,5.494
1133.98622N,12229.26987E,2,2.913,5.491
1133.98622N,12229.26987E,2,2.925,5.487
1133.98622N,12229.26987E,2,2.925,5.487
1133.98622N,12229.26987E,2,2.941,5.488
1133.98622N,12229.26987E,2,2.958,5.486
1133.98622N,12229.26987E,2,2.973,5.487
1133.98622N,12229.26987E,2,2.991,5.485
1133.98622N,12229.26987E,2,3.01,5.484
1133.98622N,12229.26987E,2,3.031,5.483
1133.98622N,12229.26987E,2,3.052,5.482
1133.98622N,12229.26987E,2,3.066,5.482
1133.98622N,12229.26987E,2,3.077,5.48
1133.98622N,12229.26987E,2,3.082,5.484
1133.98622N,12229.26987E,2,3.085,5.481
1133.98622N,12229.26987E,2,3.092,5.482
1133.98622N,12229.26987E,2,3.103,5.479
1133.98622N,12229.26987E,2,3.117,5.48
1133.98622N,12229.26987E,2,3.131,5.478
1133.98622N,12229.26987E,2,3.14,5.477
1133.98622N,12229.26987E,2,3.148,5.477
1133.98622N,12229.26987E,2,3.156,5.479
1133.98622N,12229.26987E,2,3.161,5.476
1133.98622N,12229.26987E,2,3.167,5.479
1133.98622N,12229.26987E,2,3.175,5.479
1133.98622N,12229.26987E,2,3.178,5.48
1133.98622N,12229.26987E,2,3.183,5.482
1133.98622N,12229.26987E,2,3.185,5.48
1133.98622N,12229.26987E,2,3.189,5.479
1133.98622N,12229.26987E,2,3.191,5.482
1133.98622N,12229.26987E,2,3.194,5.482
1133.98622N,12229.26987E,2,3.198,5.48
1133.98622N,12229.26987E,2,3.2,5.478
1133.98622N,12229.26987E,2,3.2,5.475
1133.98622N,12229.26987E,2,3.2,5.478
1133.98622N,12229.26987E,2,3.202,5.476
1133.98622N,12229.26987E,2,3.202,5.479
1133.98622N,12229.26987E,2,3.201,5.48
1133.98622N,12229.26987E,2,3.2,5.477
1133.98622N,12229.26987E,2,3.199,5.479
1133.98622N,12229.26987E,2,3.198,5.472
1133.98622N,12229.26987E,2,3.2,5.477
1133.98622N,12229.26987E,2,3.203,5.479
1133.98622N,12229.26987E,2,3.214,5.474
1133.98622N,12229.26987E,2,3.224,5.476
1133.98622N,12229.26987E,2,3.234,5.474
1133.98622N,12229.26987E,2,3.251,5.474
1133.98622N,12229.26987E,2,3.268,5.476
1133.98622N,12229.26987E,2,3.291,5.477
1133.98622N,12229.26987E,2,3.318,5.479
1133.98622N,12229.26987E,2,3.346,5.475
1133.98622N,12229.26987E,2,3.372,5.477
1133.98622N,12229.26987E,2,3.39,5.478
1133.98622N,12229.26987E,2,3.407,5.477
1133.98622N,12229.26987E,2,3.42,5.478
1133.98622N,12229.26987E,2,3.435,5.478
1133.98622N,12229.26987E,2,3.45,5.478
1133.98622N,12229.26987E,2,3.464,5.478
1133.98622N,12229.26987E,2,3.476,5.477
1133.98622N,12229.26987E,2,3.487,5.478
1133.98622N,12229.26987E,2,3.498,5.476
1133.98622N,12229.26987E,2,3.498,5.476
1133.98622N,12229.26987E,2,3.508,5.477
1133.98622N,12229.26987E,2,3.522,5.475
1133.98622N,12229.26987E,2,3.536,5.48
1133.98622N,12229.26987E,2,3.552,5.479
1133.98622N,12229.26987E,2,3.569,5.477
1133.98622N,12229.26987E,2,3.587,5.478
1133.98622N,12229.26987E,2,3.605,5.475
1133.98622N,12229.26987E,2,3.622,5.475
1133.98622N,12229.26987E,2,3.641,5.477
1133.98622N,12229.26987E,2,3.656,5.476
1133.98622N,12229.26987E,2,3.669,5.476
1133.98622N,12229.26987E,2,3.684,5.478
1133.98622N,12229.26987E,2,3.7,5.48
1133.98622N,12229.26987E,2,3.721,5.48
1133.98622N,12229.26987E,2,3.74,5.476
1133.98622N,12229.26987E,2,3.751,5.474
